Species Name,State,Year,Poaching Incidents,Reason for Poaching,Conservation Status,Crime Report Date,Crime Type,Arrests Made,Case Status,Seized Items,Crimes Reported Per Year
Indian Elephant,Odisha,2022.0,13.0,Ivory Trade,Critically Endangered,06-01-2021,Wildlife Trafficking,0.0,Open,Ivory,128.0
Bengal Tiger,Rajasthan,2021.0,7.0,Ivory Trade,Endangered,23-05-2023,Wildlife Trafficking,,Under Investigation,Teeth,144.0
Bengal Tiger,Rajasthan,2021.0,1.0,Ivory Trade,Vulnerable,04-11-2022,Poaching,7.0,Closed,Claws,95.0
Bengal Tiger,Karnataka,2021.0,9.0,Traditional Medicine,Critically Endangered,12-08-2022,Poaching,7.0,Under Investigation,Teeth,87.0
Indian Rhino,Karnataka,2021.0,1.0,Ivory Trade,,15-09-2020,Illegal Trade,6.0,Closed,Horn,91.0
Indian Leopard,Madhya Pradesh,2021.0,8.0,Ivory Trade,Endangered,16-02-2022,Illegal Trade,6.0,Under Investigation,Skin,132.0
,Madhya Pradesh,2020.0,8.0,Skin Trade,Vulnerable,29-04-2020,Poaching,9.0,Closed,Scales,148.0
Indian Elephant,Rajasthan,2020.0,1.0,Ivory Trade,Endangered,02-09-2022,Illegal Trade,10.0,Open,Skin,60.0
Indian Elephant,Rajasthan,2020.0,1.0,Skin Trade,Critically Endangered,01-07-2022,Wildlife Trafficking,10.0,Under Investigation,Skin,78.0
Indian Rhino,Madhya Pradesh,2022.0,4.0,Skin Trade,Endangered,25-02-2023,Wildlife Trafficking,8.0,Under Investigation,Horn,82.0
Bengal Tiger,Madhya Pradesh,2023.0,15.0,Traditional Medicine,Critically Endangered,23-12-2021,Poaching,2.0,Open,Skin,113.0
,,2021.0,2.0,Skin Trade,Vulnerable,06-06-2021,Wildlife Trafficking,10.0,Closed,Ivory,92.0
Indian Leopard,Assam,2022.0,7.0,Ivory Trade,Endangered,20-11-2020,Wildlife Trafficking,5.0,Open,Claws,122.0
Indian Leopard,Madhya Pradesh,2021.0,13.0,Skin Trade,Critically Endangered,,Poaching,,Closed,Claws,123.0
Pangolin,Assam,2020.0,15.0,Skin Trade,Critically Endangered,09-12-2022,Illegal Trade,0.0,Closed,Scales,88.0
Pangolin,Odisha,2022.0,7.0,Traditional Medicine,Critically Endangered,09-03-2020,Poaching,9.0,Open,Scales,138.0
Indian Leopard,Rajasthan,,6.0,Skin Trade,Critically Endangered,25-01-2021,Poaching,6.0,Open,Skin,113.0
Indian Leopard,Rajasthan,2021.0,7.0,Ivory Trade,Endangered,17-01-2021,Poaching,10.0,Closed,Claws,75.0
,Madhya Pradesh,2021.0,1.0,Skin Trade,Critically Endangered,16-01-2020,Illegal Trade,7.0,Open,Horn,125.0
Indian Rhino,,2023.0,12.0,Traditional Medicine,Endangered,25-04-2022,Illegal Trade,,Under Investigation,Horn,84.0
Indian Leopard,Madhya Pradesh,2021.0,4.0,Traditional Medicine,,18-05-2022,Illegal Trade,10.0,Under Investigation,Skin,80.0
Indian Elephant,Assam,,5.0,Ivory Trade,,21-07-2021,Illegal Trade,6.0,Closed,Skin,112.0
Bengal Tiger,Karnataka,2021.0,2.0,Traditional Medicine,Endangered,11-05-2020,Poaching,8.0,Closed,Teeth,112.0
Indian Leopard,Assam,2023.0,8.0,Traditional Medicine,Critically Endangered,25-06-2023,Wildlife Trafficking,9.0,Closed,Claws,55.0
Bengal Tiger,Odisha,2023.0,14.0,Traditional Medicine,Critically Endangered,29-09-2020,Poaching,2.0,Closed,Claws,144.0
Indian Rhino,Assam,,12.0,Bushmeat,Critically Endangered,,Illegal Trade,2.0,Open,Horn,87.0
Bengal Tiger,Odisha,2022.0,5.0,Skin Trade,Critically Endangered,28-04-2021,Wildlife Trafficking,8.0,Open,Claws,83.0
Indian Rhino,Odisha,2021.0,16.0,Ivory Trade,Vulnerable,03-07-2021,Poaching,0.0,Open,Horn,70.0
Indian Elephant,Assam,2023.0,2.0,Skin Trade,Critically Endangered,22-12-2020,Wildlife Trafficking,7.0,Open,Skin,82.0
Indian Rhino,,2021.0,6.0,Skin Trade,Critically Endangered,03-09-2023,Illegal Trade,5.0,Open,Horn,120.0
Indian Rhino,Odisha,2021.0,8.0,Traditional Medicine,Critically Endangered,07-12-2022,Wildlife Trafficking,6.0,Closed,Horn,123.0
Pangolin,Karnataka,,6.0,Skin Trade,Endangered,30-10-2022,Wildlife Trafficking,9.0,Open,Scales,130.0
Indian Leopard,Odisha,2023.0,18.0,Traditional Medicine,Critically Endangered,20-08-2020,Illegal Trade,0.0,Open,Claws,67.0
Indian Leopard,Rajasthan,2021.0,11.0,Skin Trade,Endangered,05-02-2020,Wildlife Trafficking,,Under Investigation,Skin,120.0
Indian Elephant,Odisha,2023.0,11.0,Ivory Trade,Endangered,16-02-2021,Poaching,,Closed,Skin,55.0
Indian Elephant,Karnataka,2020.0,5.0,Traditional Medicine,Endangered,24-10-2022,Wildlife Trafficking,9.0,Closed,Skin,118.0
,Rajasthan,2020.0,11.0,Traditional Medicine,Endangered,,Poaching,0.0,Open,Scales,57.0
Pangolin,Madhya Pradesh,2021.0,3.0,Ivory Trade,Vulnerable,21-07-2021,Wildlife Trafficking,6.0,Closed,Scales,60.0
Indian Leopard,Madhya Pradesh,2023.0,3.0,Ivory Trade,Critically Endangered,02-07-2023,Wildlife Trafficking,10.0,Open,Skin,108.0
Pangolin,Karnataka,2021.0,1.0,Skin Trade,Endangered,09-01-2022,Illegal Trade,8.0,Open,Scales,134.0
Indian Elephant,Odisha,2023.0,1.0,Traditional Medicine,Critically Endangered,23-04-2020,Illegal Trade,10.0,Open,Ivory,68.0
Bengal Tiger,Assam,2023.0,2.0,Traditional Medicine,Endangered,31-01-2021,Poaching,8.0,Closed,Skin,91.0
Indian Elephant,Karnataka,2022.0,2.0,Skin Trade,Vulnerable,12-04-2023,Illegal Trade,10.0,Closed,Skin,65.0
Indian Elephant,,2022.0,7.0,Traditional Medicine,Endangered,02-07-2023,Illegal Trade,7.0,Under Investigation,Ivory,111.0
Indian Rhino,Rajasthan,2022.0,6.0,Bushmeat,Critically Endangered,10-04-2021,Illegal Trade,9.0,Open,Horn,105.0
Indian Rhino,Madhya Pradesh,2021.0,1.0,Skin Trade,Critically Endangered,24-07-2023,Illegal Trade,7.0,Open,Horn,65.0
Indian Rhino,Rajasthan,2022.0,17.0,Bushmeat,Vulnerable,26-04-2022,Illegal Trade,2.0,Open,Horn,126.0
,Karnataka,2022.0,17.0,Traditional Medicine,Critically Endangered,16-05-2021,Poaching,2.0,Open,Horn,138.0
Pangolin,Rajasthan,2020.0,3.0,Ivory Trade,Critically Endangered,16-03-2021,Poaching,9.0,Under Investigation,Scales,74.0
Indian Leopard,Karnataka,2023.0,3.0,Traditional Medicine,Endangered,09-03-2020,Illegal Trade,6.0,Closed,Skin,103.0
,Assam,2023.0,1.0,Skin Trade,Critically Endangered,21-11-2020,Poaching,10.0,Open,Skin,148.0
,Madhya Pradesh,2022.0,5.0,Skin Trade,Endangered,,Poaching,9.0,Open,Skin,140.0
Pangolin,Rajasthan,2023.0,8.0,Ivory Trade,Vulnerable,30-10-2020,Wildlife Trafficking,8.0,Under Investigation,Scales,142.0
Bengal Tiger,Karnataka,2020.0,6.0,Ivory Trade,Critically Endangered,29-08-2022,Poaching,10.0,Closed,Claws,135.0
Pangolin,Odisha,2020.0,1.0,Ivory Trade,Endangered,28-04-2021,Wildlife Trafficking,6.0,Open,Scales,113.0
Pangolin,Madhya Pradesh,2022.0,10.0,Ivory Trade,Critically Endangered,17-07-2022,Illegal Trade,0.0,Closed,Scales,76.0
Indian Elephant,Assam,2020.0,20.0,Skin Trade,Endangered,11-12-2023,Illegal Trade,1.0,Open,Ivory,60.0
Indian Leopard,Karnataka,2023.0,15.0,Skin Trade,Vulnerable,28-03-2023,Poaching,1.0,Open,Skin,63.0
Indian Rhino,Assam,2021.0,13.0,Skin Trade,Endangered,,Illegal Trade,2.0,Open,Horn,93.0
Indian Leopard,Assam,2023.0,9.0,Ivory Trade,Critically Endangered,16-11-2022,Wildlife Trafficking,6.0,Open,Skin,123.0
Indian Elephant,Rajasthan,2021.0,3.0,Traditional Medicine,Endangered,13-09-2022,Wildlife Trafficking,6.0,Under Investigation,Skin,95.0
Indian Elephant,,2022.0,14.0,Ivory Trade,Critically Endangered,06-08-2021,Poaching,0.0,Open,Skin,68.0
Indian Elephant,Karnataka,2021.0,1.0,Trophy Hunting,Vulnerable,04-09-2020,Wildlife Trafficking,7.0,Open,Skin,63.0
Bengal Tiger,Odisha,2020.0,14.0,Traditional Medicine,Endangered,29-01-2023,Poaching,,,Skin,56.0
Indian Leopard,Karnataka,2023.0,5.0,Skin Trade,Critically Endangered,02-12-2021,Poaching,5.0,Open,Skin,131.0
Indian Leopard,Odisha,2021.0,8.0,Ivory Trade,Critically Endangered,,Wildlife Trafficking,8.0,Open,Skin,83.0
Pangolin,,2023.0,14.0,Bushmeat,Critically Endangered,08-11-2023,Wildlife Trafficking,0.0,Open,Scales,75.0
Pangolin,Madhya Pradesh,2022.0,20.0,Traditional Medicine,Endangered,08-10-2020,Wildlife Trafficking,0.0,Open,Scales,116.0
Pangolin,Karnataka,2022.0,3.0,Trophy Hunting,,17-11-2020,Wildlife Trafficking,6.0,Open,Scales,126.0
Indian Elephant,Karnataka,2020.0,7.0,Ivory Trade,Endangered,20-11-2023,Wildlife Trafficking,7.0,Closed,Ivory,127.0
Indian Leopard,Odisha,2022.0,11.0,Ivory Trade,Vulnerable,25-07-2023,Wildlife Trafficking,2.0,Closed,Skin,146.0
Indian Elephant,Assam,2021.0,16.0,Skin Trade,,12-06-2021,Wildlife Trafficking,1.0,Open,Ivory,117.0
Bengal Tiger,Assam,2022.0,8.0,Traditional Medicine,Critically Endangered,19-09-2020,Illegal Trade,10.0,Open,Claws,81.0
,Odisha,2020.0,7.0,Ivory Trade,Vulnerable,02-08-2021,Poaching,9.0,Closed,Skin,53.0
Indian Elephant,Assam,2023.0,13.0,Bushmeat,Vulnerable,09-08-2023,Black Market Sale,1.0,Closed,Ivory,65.0
Indian Elephant,,2023.0,13.0,Trophy Hunting,Endangered,20-10-2020,Wildlife Trafficking,2.0,Open,Ivory,78.0
Bengal Tiger,Madhya Pradesh,2022.0,14.0,Traditional Medicine,Endangered,29-01-2021,Poaching,0.0,Open,Skin,63.0
Indian Rhino,Karnataka,2021.0,5.0,Traditional Medicine,Endangered,27-05-2021,Illegal Trade,7.0,Closed,Horn,81.0
Indian Leopard,Madhya Pradesh,2020.0,7.0,Traditional Medicine,Endangered,09-07-2022,Illegal Trade,6.0,Under Investigation,Skin,84.0
Indian Rhino,Karnataka,2021.0,2.0,Skin Trade,,20-03-2022,Poaching,5.0,Under Investigation,Horn,72.0
Pangolin,Rajasthan,2020.0,9.0,Ivory Trade,Endangered,18-04-2023,Illegal Trade,5.0,Under Investigation,Scales,110.0
Indian Elephant,Assam,2022.0,8.0,Ivory Trade,Vulnerable,08-07-2022,Illegal Trade,5.0,Closed,Ivory,122.0
Bengal Tiger,Odisha,2020.0,5.0,Skin Trade,Vulnerable,23-11-2021,Illegal Trade,8.0,Open,Skin,144.0
Bengal Tiger,Rajasthan,2020.0,9.0,Traditional Medicine,Vulnerable,22-08-2020,Illegal Trade,7.0,Open,Claws,92.0
Indian Leopard,Madhya Pradesh,2022.0,7.0,Skin Trade,Critically Endangered,09-08-2022,Poaching,10.0,Under Investigation,Claws,97.0
Indian Rhino,,2021.0,8.0,Skin Trade,Critically Endangered,22-09-2023,Illegal Trade,,Open,Horn,128.0
Indian Leopard,Assam,2022.0,2.0,Traditional Medicine,Endangered,28-10-2022,Illegal Trade,7.0,Closed,Claws,107.0
,Rajasthan,2020.0,3.0,Skin Trade,Vulnerable,22-06-2021,Illegal Trade,7.0,Closed,Horn,103.0
Indian Leopard,Odisha,2022.0,10.0,Skin Trade,Critically Endangered,30-03-2022,Illegal Trade,0.0,Under Investigation,Claws,147.0
Bengal Tiger,,2020.0,11.0,Bushmeat,Critically Endangered,,Illegal Trade,0.0,Open,Claws,144.0
,Rajasthan,2022.0,1.0,Traditional Medicine,Vulnerable,28-09-2020,Illegal Trade,10.0,Under Investigation,Skin,73.0
Pangolin,Assam,2023.0,6.0,Ivory Trade,Critically Endangered,,Wildlife Trafficking,6.0,Under Investigation,Scales,142.0
Pangolin,Karnataka,2023.0,2.0,Ivory Trade,Critically Endangered,27-05-2023,Illegal Trade,5.0,Closed,Scales,125.0
Indian Elephant,Odisha,2022.0,7.0,Traditional Medicine,Vulnerable,15-02-2023,Wildlife Trafficking,10.0,Under Investigation,Ivory,75.0
Indian Rhino,Assam,2021.0,3.0,Ivory Trade,Critically Endangered,15-08-2021,Poaching,7.0,Under Investigation,Horn,81.0
Indian Leopard,Rajasthan,2020.0,19.0,Skin Trade,Vulnerable,02-09-2022,Poaching,2.0,Under Investigation,Skin,121.0
Indian Elephant,Assam,2023.0,9.0,Traditional Medicine,Critically Endangered,24-04-2020,Wildlife Trafficking,9.0,Under Investigation,Skin,71.0
Pangolin,Karnataka,2021.0,3.0,Traditional Medicine,,19-09-2020,Illegal Trade,6.0,Closed,Scales,107.0
Indian Leopard,,2020.0,9.0,Ivory Trade,Critically Endangered,22-08-2023,Poaching,5.0,Closed,Claws,125.0
Pangolin,Karnataka,2023.0,4.0,Skin Trade,Critically Endangered,16-12-2023,Illegal Trade,,Closed,Scales,120.0
Indian Leopard,Madhya Pradesh,2023.0,18.0,Skin Trade,Vulnerable,25-07-2020,Illegal Trade,1.0,Open,Skin,90.0
Indian Rhino,Odisha,2022.0,8.0,Skin Trade,Critically Endangered,29-10-2020,Wildlife Trafficking,10.0,Closed,Horn,136.0
Indian Elephant,Karnataka,2020.0,16.0,Traditional Medicine,Vulnerable,21-04-2020,Poaching,2.0,Open,Ivory,133.0
,Rajasthan,,2.0,Skin Trade,Vulnerable,11-12-2023,Poaching,10.0,Open,Skin,97.0
Bengal Tiger,Odisha,2021.0,5.0,Ivory Trade,Critically Endangered,01-08-2023,Wildlife Trafficking,9.0,Open,Skin,51.0
Bengal Tiger,Odisha,2021.0,11.0,Traditional Medicine,Endangered,03-07-2020,Illegal Trade,2.0,Open,Claws,146.0
Indian Leopard,Assam,2020.0,13.0,Traditional Medicine,Critically Endangered,19-06-2022,Illegal Trade,2.0,Open,Claws,130.0
Indian Leopard,Rajasthan,2021.0,18.0,Traditional Medicine,Endangered,,Poaching,0.0,Open,Claws,101.0
Indian Leopard,Madhya Pradesh,2021.0,4.0,Skin Trade,Endangered,14-02-2023,Wildlife Trafficking,7.0,Closed,Skin,56.0
Bengal Tiger,Karnataka,2021.0,19.0,Traditional Medicine,Critically Endangered,29-12-2022,Wildlife Trafficking,0.0,Open,Teeth,101.0
Bengal Tiger,Assam,2022.0,4.0,Skin Trade,,16-06-2022,Illegal Trade,6.0,Open,Skin,123.0
Indian Leopard,Karnataka,2022.0,19.0,Skin Trade,Vulnerable,29-12-2022,Illegal Trade,1.0,Open,Skin,89.0
Pangolin,Madhya Pradesh,2020.0,1.0,Traditional Medicine,Vulnerable,13-09-2021,Wildlife Trafficking,10.0,Open,Scales,56.0
Pangolin,Madhya Pradesh,2020.0,7.0,Bushmeat,Endangered,02-03-2021,Poaching,6.0,Under Investigation,Scales,140.0
Indian Rhino,Odisha,2021.0,10.0,Ivory Trade,Vulnerable,05-10-2021,Illegal Trade,0.0,Open,Horn,148.0
Indian Elephant,Madhya Pradesh,2022.0,1.0,Traditional Medicine,Critically Endangered,,Wildlife Trafficking,10.0,Closed,Skin,90.0
Pangolin,Karnataka,2023.0,8.0,Skin Trade,Vulnerable,,Wildlife Trafficking,5.0,Closed,Scales,117.0
,,2023.0,4.0,Ivory Trade,Endangered,23-08-2021,Wildlife Trafficking,8.0,Under Investigation,Horn,65.0
Pangolin,Rajasthan,2021.0,11.0,Ivory Trade,,,Poaching,2.0,Under Investigation,Scales,67.0
Indian Rhino,Odisha,2021.0,10.0,Skin Trade,Vulnerable,18-05-2021,Illegal Trade,0.0,Closed,Horn,139.0
Indian Rhino,Karnataka,,1.0,Skin Trade,Critically Endangered,10-05-2020,Illegal Trade,10.0,Open,Horn,91.0
Indian Elephant,Karnataka,2022.0,1.0,Ivory Trade,,05-08-2020,Illegal Trade,7.0,Closed,Skin,104.0
Pangolin,Madhya Pradesh,2022.0,5.0,Traditional Medicine,Vulnerable,18-11-2021,Poaching,5.0,Open,Scales,63.0
Bengal Tiger,Karnataka,2020.0,15.0,Trophy Hunting,,19-06-2020,Illegal Trade,0.0,Open,Teeth,124.0
Bengal Tiger,Assam,2020.0,6.0,Ivory Trade,Critically Endangered,03-09-2021,Illegal Trade,8.0,Closed,Skin,121.0
Indian Leopard,Madhya Pradesh,2021.0,16.0,Ivory Trade,Vulnerable,18-09-2022,Illegal Trade,,,Skin,107.0
Bengal Tiger,Assam,2020.0,8.0,Traditional Medicine,Critically Endangered,,Poaching,8.0,Closed,Claws,134.0
Indian Elephant,Odisha,2022.0,18.0,Skin Trade,,26-02-2020,Poaching,0.0,Closed,Skin,125.0
Indian Elephant,Rajasthan,2022.0,8.0,Traditional Medicine,Endangered,19-04-2023,Wildlife Trafficking,5.0,Closed,Skin,77.0
Bengal Tiger,Odisha,2020.0,1.0,Skin Trade,Endangered,02-09-2020,Black Market Sale,7.0,Open,Claws,146.0
Bengal Tiger,Rajasthan,,4.0,Ivory Trade,Endangered,23-05-2020,Illegal Trade,8.0,Open,Claws,69.0
,Odisha,2021.0,12.0,Skin Trade,Endangered,10-12-2022,Illegal Trade,0.0,Open,Ivory,121.0
Bengal Tiger,Karnataka,,2.0,Ivory Trade,Endangered,02-01-2021,Illegal Trade,10.0,Closed,Claws,99.0
Indian Leopard,,2021.0,3.0,Ivory Trade,Endangered,,Poaching,,Open,Skin,71.0
Indian Leopard,,2023.0,9.0,Ivory Trade,Vulnerable,07-09-2021,Illegal Trade,10.0,Closed,Claws,139.0
Bengal Tiger,Madhya Pradesh,2020.0,12.0,Skin Trade,Endangered,04-07-2023,Poaching,0.0,Open,Skin,113.0
Indian Rhino,Assam,2021.0,9.0,Skin Trade,Critically Endangered,,Illegal Trade,9.0,Open,Horn,89.0
,Madhya Pradesh,2021.0,8.0,Traditional Medicine,Vulnerable,17-03-2021,Illegal Trade,7.0,Closed,Scales,115.0
Indian Leopard,Assam,2021.0,8.0,Traditional Medicine,Critically Endangered,20-04-2022,Wildlife Trafficking,5.0,Under Investigation,Skin,120.0
Bengal Tiger,Assam,2022.0,1.0,Trophy Hunting,Endangered,13-08-2022,Illegal Trade,9.0,Open,Skin,65.0
Indian Rhino,Odisha,2022.0,8.0,Traditional Medicine,Endangered,29-11-2021,Poaching,,Closed,Horn,76.0
Bengal Tiger,Rajasthan,2023.0,10.0,Bushmeat,Critically Endangered,25-05-2022,Wildlife Trafficking,2.0,Open,Claws,52.0
Bengal Tiger,Rajasthan,2020.0,8.0,Traditional Medicine,Critically Endangered,14-02-2022,Poaching,10.0,Closed,Teeth,71.0
Bengal Tiger,Assam,,7.0,Skin Trade,Critically Endangered,31-01-2022,Wildlife Trafficking,6.0,Under Investigation,Teeth,69.0
Pangolin,Karnataka,2021.0,17.0,Skin Trade,Vulnerable,02-08-2022,Poaching,0.0,Open,Scales,134.0
Bengal Tiger,Karnataka,2022.0,16.0,Skin Trade,Endangered,11-07-2022,Wildlife Trafficking,1.0,Under Investigation,Claws,138.0
Pangolin,Madhya Pradesh,2020.0,16.0,Traditional Medicine,Critically Endangered,23-07-2022,Poaching,0.0,Open,Scales,146.0
Indian Leopard,Madhya Pradesh,2022.0,3.0,Skin Trade,Endangered,25-01-2020,Poaching,5.0,Open,Claws,129.0
Indian Rhino,Odisha,2021.0,8.0,Ivory Trade,Critically Endangered,16-03-2022,Illegal Trade,10.0,Open,Horn,84.0
Indian Rhino,Assam,2023.0,9.0,Traditional Medicine,,02-02-2022,Wildlife Trafficking,7.0,Open,Horn,150.0
Indian Rhino,Madhya Pradesh,,5.0,Traditional Medicine,Vulnerable,19-12-2022,Wildlife Trafficking,9.0,Open,Horn,60.0
Indian Rhino,Madhya Pradesh,2020.0,3.0,Traditional Medicine,Endangered,09-03-2021,Illegal Trade,7.0,Open,Horn,53.0
,Assam,2023.0,7.0,Ivory Trade,Critically Endangered,28-05-2022,Poaching,5.0,Open,Horn,81.0
Indian Rhino,Odisha,2022.0,5.0,Skin Trade,Endangered,25-12-2022,Poaching,6.0,Open,Horn,120.0
Indian Rhino,,2022.0,1.0,Traditional Medicine,Vulnerable,28-06-2022,Wildlife Trafficking,9.0,Closed,Horn,106.0
Indian Leopard,Odisha,2022.0,3.0,Traditional Medicine,Vulnerable,18-07-2021,Poaching,8.0,Under Investigation,Claws,143.0
Bengal Tiger,Rajasthan,2023.0,9.0,Traditional Medicine,Endangered,15-04-2020,Wildlife Trafficking,7.0,Open,Claws,79.0
Indian Elephant,Odisha,2021.0,2.0,Traditional Medicine,,,Wildlife Trafficking,6.0,Open,Skin,117.0
,Karnataka,2023.0,2.0,Bushmeat,Vulnerable,16-06-2020,Poaching,7.0,Closed,Ivory,63.0
,Karnataka,2023.0,9.0,Traditional Medicine,Vulnerable,11-02-2020,Poaching,5.0,Open,Skin,61.0
Indian Elephant,Odisha,2020.0,7.0,Skin Trade,Endangered,13-04-2020,Poaching,10.0,Under Investigation,Ivory,94.0
Bengal Tiger,Karnataka,2023.0,6.0,Skin Trade,Vulnerable,12-05-2023,Illegal Trade,9.0,Open,Teeth,70.0
Bengal Tiger,Rajasthan,2022.0,3.0,Traditional Medicine,Vulnerable,03-06-2021,Wildlife Trafficking,8.0,Closed,Teeth,99.0
Bengal Tiger,Assam,2021.0,3.0,Bushmeat,Critically Endangered,08-10-2020,Poaching,8.0,Closed,Teeth,138.0
Indian Rhino,Karnataka,,13.0,Skin Trade,Critically Endangered,02-12-2022,Illegal Trade,2.0,Open,Horn,81.0
Indian Leopard,Karnataka,2021.0,7.0,Ivory Trade,Critically Endangered,,Poaching,8.0,Open,Skin,122.0
Indian Rhino,Odisha,2022.0,5.0,Traditional Medicine,Endangered,07-02-2023,Wildlife Trafficking,5.0,Open,Horn,121.0
Indian Leopard,Rajasthan,2022.0,2.0,Bushmeat,,18-05-2023,Poaching,5.0,Open,Claws,136.0
Indian Leopard,Assam,,11.0,Traditional Medicine,Endangered,18-01-2022,Wildlife Trafficking,0.0,Closed,Skin,94.0
Indian Elephant,Odisha,2022.0,8.0,Skin Trade,Vulnerable,10-04-2022,Poaching,10.0,Under Investigation,Ivory,139.0
Indian Elephant,Odisha,2022.0,1.0,Ivory Trade,Vulnerable,18-02-2020,Poaching,7.0,Open,Skin,56.0
Indian Leopard,Rajasthan,2023.0,1.0,Ivory Trade,Vulnerable,24-04-2020,Poaching,8.0,Under Investigation,Skin,76.0
Indian Leopard,Assam,2022.0,13.0,Ivory Trade,Critically Endangered,24-03-2023,Illegal Trade,0.0,Open,Skin,105.0
Indian Rhino,Rajasthan,2022.0,1.0,Traditional Medicine,Endangered,17-05-2021,Illegal Trade,6.0,Closed,Horn,120.0
,Assam,2022.0,5.0,Ivory Trade,Endangered,12-09-2022,Illegal Trade,6.0,Closed,Scales,54.0
,Rajasthan,2022.0,8.0,Skin Trade,,11-03-2020,Black Market Sale,8.0,Open,Ivory,142.0
Bengal Tiger,Odisha,2021.0,8.0,Ivory Trade,Endangered,08-10-2022,Poaching,9.0,Open,Skin,87.0
Indian Leopard,Odisha,2022.0,4.0,Skin Trade,Critically Endangered,21-09-2023,Poaching,,Under Investigation,Claws,52.0
Indian Rhino,Madhya Pradesh,2023.0,1.0,Ivory Trade,Endangered,07-03-2020,Poaching,10.0,Closed,Horn,140.0
Indian Elephant,Karnataka,,9.0,Skin Trade,,24-08-2022,Poaching,,Under Investigation,Ivory,85.0
Indian Rhino,Rajasthan,2023.0,3.0,Skin Trade,Critically Endangered,21-05-2023,Illegal Trade,7.0,Open,Horn,65.0
Indian Leopard,Madhya Pradesh,2020.0,20.0,Skin Trade,,,Poaching,2.0,Open,Skin,84.0
Indian Leopard,Karnataka,2021.0,19.0,Skin Trade,Vulnerable,04-09-2021,Black Market Sale,0.0,Open,Claws,107.0
Pangolin,Rajasthan,2022.0,3.0,Traditional Medicine,Endangered,,Illegal Trade,7.0,Closed,Scales,101.0
Bengal Tiger,Assam,2020.0,2.0,Ivory Trade,Vulnerable,25-08-2021,Wildlife Trafficking,10.0,Under Investigation,Skin,126.0
Pangolin,,2022.0,7.0,Ivory Trade,Endangered,04-09-2020,Poaching,,Closed,Scales,132.0
Indian Elephant,Odisha,2020.0,2.0,Ivory Trade,Endangered,22-05-2023,Poaching,7.0,Open,Skin,98.0
Indian Rhino,Madhya Pradesh,2020.0,8.0,Traditional Medicine,Critically Endangered,24-12-2020,Poaching,6.0,Under Investigation,Horn,87.0
Indian Elephant,Karnataka,2023.0,4.0,Skin Trade,Vulnerable,05-09-2020,Illegal Trade,5.0,Closed,Skin,75.0
Indian Leopard,Karnataka,2023.0,4.0,Skin Trade,Critically Endangered,29-09-2021,Poaching,8.0,Open,Claws,52.0
Pangolin,Odisha,2020.0,9.0,Ivory Trade,Vulnerable,07-08-2022,Poaching,7.0,Open,Scales,76.0
Pangolin,Rajasthan,2023.0,6.0,Trophy Hunting,Vulnerable,16-01-2023,Poaching,10.0,Closed,Scales,89.0
Pangolin,Assam,2020.0,8.0,Traditional Medicine,Critically Endangered,24-10-2021,Poaching,8.0,Open,Scales,93.0
Indian Elephant,Odisha,2021.0,7.0,Skin Trade,,24-06-2020,Poaching,5.0,Under Investigation,Ivory,97.0
Indian Leopard,Assam,2023.0,6.0,Ivory Trade,Vulnerable,23-12-2021,Wildlife Trafficking,7.0,Under Investigation,Claws,73.0
Indian Rhino,Rajasthan,,3.0,Ivory Trade,Endangered,01-03-2021,Wildlife Trafficking,8.0,Closed,Horn,76.0
,Karnataka,2023.0,13.0,Traditional Medicine,,09-02-2022,Poaching,0.0,Open,Skin,125.0
Indian Elephant,Assam,2021.0,8.0,Ivory Trade,Vulnerable,03-12-2021,Poaching,7.0,Open,Ivory,114.0
Pangolin,Madhya Pradesh,2020.0,3.0,Traditional Medicine,Critically Endangered,21-03-2020,Poaching,7.0,Open,Scales,140.0
Bengal Tiger,Madhya Pradesh,,9.0,Skin Trade,,15-07-2022,Poaching,7.0,Under Investigation,Claws,94.0
Indian Elephant,Odisha,2023.0,6.0,Ivory Trade,Vulnerable,,Illegal Trade,8.0,Closed,Skin,97.0
Indian Elephant,Rajasthan,,6.0,Skin Trade,Endangered,27-12-2023,Illegal Trade,8.0,Under Investigation,Skin,109.0
Indian Leopard,Odisha,2021.0,11.0,Traditional Medicine,Endangered,14-04-2021,Illegal Trade,,Closed,Claws,87.0
,Odisha,2022.0,7.0,Ivory Trade,Critically Endangered,15-12-2020,Wildlife Trafficking,6.0,Open,Skin,119.0
Indian Elephant,Odisha,2023.0,19.0,Bushmeat,Vulnerable,23-02-2023,Poaching,0.0,Open,Ivory,52.0
Indian Elephant,Madhya Pradesh,2021.0,2.0,Ivory Trade,Vulnerable,25-08-2023,Illegal Trade,5.0,Under Investigation,Ivory,128.0
Pangolin,Madhya Pradesh,2021.0,3.0,Skin Trade,Endangered,07-06-2023,Illegal Trade,10.0,Closed,Scales,105.0
Pangolin,Odisha,2022.0,8.0,Traditional Medicine,,30-09-2023,Poaching,9.0,Open,Scales,131.0
Bengal Tiger,Madhya Pradesh,2020.0,4.0,Skin Trade,Endangered,05-11-2020,Wildlife Trafficking,8.0,Under Investigation,Skin,101.0
Indian Leopard,Rajasthan,2023.0,6.0,Skin Trade,Critically Endangered,09-11-2022,Wildlife Trafficking,8.0,Closed,Claws,72.0
